users_count,traffic_level,team_size,update_frequency,integrations,security_level,scalability_need,architecture,deployment_method,api_style
3560,Low,4,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
503,Low,5,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
24880,Medium,17,Weekly,13,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
1947,Low,4,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
67653,High,30,Daily,23,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
20228,Medium,17,Daily,14,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
63954,High,21,Daily,17,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
19539,Low,10,Weekly,4,High,Low,Containerized App,Docker Container Deployment,REST API
69188,High,49,Daily,16,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
45361,Medium,25,Weekly,9,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
38203,Medium,28,Weekly,10,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
25998,Medium,22,Daily,15,High,High,Microservices,Microservices with Docker,REST API + gRPC
12785,Medium,6,Weekly,4,Medium,Low,Containerized App,Docker Container Deployment,REST API
45071,High,24,Weekly,11,High,High,Microservices,Microservices with Docker,REST API + gRPC
7175,Medium,11,Weekly,8,Medium,Medium,Containerized App,Docker Container Deployment,REST API
109303,High,45,Daily,22,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
1187,Low,3,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
25681,Medium,21,Weekly,10,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
14235,Low,12,Monthly,5,High,Medium,Containerized App,Docker Container Deployment,REST API
42314,High,20,Daily,10,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
16007,Medium,11,Monthly,5,Medium,Low,Containerized App,Docker Container Deployment,REST API
107947,High,34,Daily,13,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
4777,Low,2,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
12323,Medium,13,Monthly,5,Medium,Low,Containerized App,Docker Container Deployment,REST API
14724,Medium,7,Monthly,3,Medium,Low,Containerized App,Docker Container Deployment,REST API
4127,Low,5,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
4994,Low,2,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
4590,Low,5,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
31544,High,23,Weekly,13,High,High,Microservices,Microservices with Docker,REST API + gRPC
444,Low,4,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
2431,Low,4,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
3530,Low,3,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
160474,High,50,Daily,15,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
526,Low,4,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
304,Low,3,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
24730,High,25,Weekly,9,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
17887,Medium,15,Weekly,6,High,Medium,Containerized App,Docker Container Deployment,REST API
5491,Low,8,Weekly,6,Medium,Medium,Containerized App,Docker Container Deployment,REST API
43221,High,28,Daily,12,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
14432,Medium,6,Weekly,8,High,Medium,Containerized App,Docker Container Deployment,REST API
82558,High,43,Daily,21,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
853,Low,2,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
1606,Low,2,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
6592,Low,9,Monthly,8,High,Low,Containerized App,Docker Container Deployment,REST API
159361,High,35,Daily,16,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
8487,Low,14,Monthly,8,High,Medium,Containerized App,Docker Container Deployment,REST API
21061,Medium,25,Daily,14,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
131554,High,32,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
3208,Low,2,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
23876,Medium,20,Daily,9,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
29845,Medium,22,Weekly,10,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
3179,Low,3,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
6512,Medium,6,Weekly,4,High,Low,Containerized App,Docker Container Deployment,REST API
18567,Low,11,Weekly,8,Medium,Low,Containerized App,Docker Container Deployment,REST API
63733,High,22,Daily,15,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
16306,Low,7,Monthly,7,High,Medium,Containerized App,Docker Container Deployment,REST API
3652,Low,3,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
113318,High,30,Daily,21,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
86682,High,36,Daily,12,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
37223,High,16,Weekly,15,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
100517,High,49,Daily,13,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
25236,Medium,20,Weekly,11,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
738,Low,3,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
149110,High,34,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
3696,Low,2,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
58698,High,47,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
16949,Medium,15,Monthly,8,High,Low,Containerized App,Docker Container Deployment,REST API
82040,High,34,Daily,17,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
14268,Low,14,Monthly,8,Medium,Medium,Containerized App,Docker Container Deployment,REST API
21605,Medium,29,Daily,11,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
48210,Medium,26,Daily,12,High,High,Microservices,Microservices with Docker,REST API + gRPC
5026,Low,7,Weekly,7,High,Medium,Containerized App,Docker Container Deployment,REST API
544,Low,3,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
15109,Low,12,Weekly,4,Medium,Low,Containerized App,Docker Container Deployment,REST API
4221,Low,4,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
19726,Medium,10,Monthly,8,Medium,Medium,Containerized App,Docker Container Deployment,REST API
11506,Low,9,Monthly,8,Medium,Low,Containerized App,Docker Container Deployment,REST API
32273,High,26,Weekly,12,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
16537,Low,9,Monthly,4,Medium,Low,Containerized App,Docker Container Deployment,REST API
57239,High,43,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
198004,High,43,Daily,11,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
35079,Medium,19,Daily,9,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
9694,Low,15,Monthly,5,Medium,Medium,Containerized App,Docker Container Deployment,REST API
27660,Medium,21,Daily,10,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
3327,Low,2,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
142744,High,36,Daily,23,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
10153,Medium,15,Monthly,6,Medium,Medium,Containerized App,Docker Container Deployment,REST API
40520,Medium,21,Weekly,11,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
8344,Medium,12,Weekly,5,High,Low,Containerized App,Docker Container Deployment,REST API
3400,Low,4,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
3112,Low,4,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
10680,Medium,15,Weekly,5,Medium,Low,Containerized App,Docker Container Deployment,REST API
41630,High,24,Weekly,10,High,High,Microservices,Microservices with Docker,REST API + gRPC
28317,High,22,Weekly,15,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
150755,High,25,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
2450,Low,5,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
34009,High,17,Weekly,12,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
101377,High,39,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
130353,High,40,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
197453,High,27,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
24965,Medium,19,Daily,14,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
2710,Low,5,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
137605,High,29,Daily,23,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
44811,Medium,20,Weekly,15,High,High,Microservices,Microservices with Docker,REST API + gRPC
4118,Low,5,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
164450,High,49,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
7797,Medium,13,Weekly,8,High,Low,Containerized App,Docker Container Deployment,REST API
42529,High,17,Weekly,15,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
21943,Medium,21,Daily,13,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
36371,Medium,22,Daily,11,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
19222,Low,13,Weekly,7,Medium,Low,Containerized App,Docker Container Deployment,REST API
78449,High,46,Daily,20,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
13175,Low,13,Weekly,4,High,Low,Containerized App,Docker Container Deployment,REST API
42659,Medium,30,Daily,15,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
7594,Low,7,Weekly,3,Medium,Low,Containerized App,Docker Container Deployment,REST API
6794,Medium,7,Weekly,4,Medium,Low,Containerized App,Docker Container Deployment,REST API
18264,Low,6,Weekly,7,Medium,Low,Containerized App,Docker Container Deployment,REST API
38082,High,21,Weekly,10,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
100126,High,44,Daily,17,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
149239,High,27,Daily,13,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
14752,Low,14,Monthly,5,High,Medium,Containerized App,Docker Container Deployment,REST API
97286,High,20,Daily,10,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
40420,High,18,Weekly,9,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
3421,Low,2,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
47069,High,26,Weekly,12,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
2215,Low,3,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
6842,Medium,13,Weekly,7,High,Low,Containerized App,Docker Container Deployment,REST API
178960,High,49,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
18326,Low,13,Weekly,3,High,Low,Containerized App,Docker Container Deployment,REST API
11102,Low,6,Monthly,8,High,Medium,Containerized App,Docker Container Deployment,REST API
20411,Medium,26,Daily,12,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
8635,Medium,6,Monthly,3,Medium,Low,Containerized App,Docker Container Deployment,REST API
2811,Low,5,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
17018,Low,6,Weekly,4,Medium,Medium,Containerized App,Docker Container Deployment,REST API
181536,High,37,Daily,20,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
8899,Medium,8,Weekly,6,High,Medium,Containerized App,Docker Container Deployment,REST API
864,Low,4,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
1204,Low,2,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
17936,Low,12,Weekly,3,High,Medium,Containerized App,Docker Container Deployment,REST API
2376,Low,4,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
21902,High,23,Daily,15,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
4884,Low,3,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
11000,Medium,8,Weekly,8,Medium,Low,Containerized App,Docker Container Deployment,REST API
15369,Medium,13,Monthly,3,High,Medium,Containerized App,Docker Container Deployment,REST API
4548,Low,2,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
1821,Low,5,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
2443,Low,4,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
6921,Medium,9,Monthly,7,High,Low,Containerized App,Docker Container Deployment,REST API
3431,Low,3,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
95383,High,33,Daily,16,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
113821,High,42,Daily,23,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
168120,High,26,Daily,17,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
40307,Medium,20,Daily,13,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
14124,Low,8,Weekly,3,Medium,Low,Containerized App,Docker Container Deployment,REST API
60366,High,31,Daily,10,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
19770,Low,10,Monthly,5,Medium,Low,Containerized App,Docker Container Deployment,REST API
1867,Low,2,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
13083,Medium,6,Weekly,5,High,Medium,Containerized App,Docker Container Deployment,REST API
6000,Low,10,Monthly,8,High,Low,Containerized App,Docker Container Deployment,REST API
13109,Medium,12,Monthly,7,High,Medium,Containerized App,Docker Container Deployment,REST API
43181,Medium,20,Daily,13,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
31066,Medium,27,Weekly,9,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
16686,Medium,8,Monthly,6,Medium,Medium,Containerized App,Docker Container Deployment,REST API
30835,Medium,22,Weekly,9,High,High,Microservices,Microservices with Docker,REST API + gRPC
1069,Low,2,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
11101,Low,6,Monthly,5,High,Medium,Containerized App,Docker Container Deployment,REST API
42241,Medium,16,Weekly,14,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
23858,High,17,Daily,15,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
41917,High,29,Daily,10,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
46850,Medium,17,Weekly,10,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
6459,Medium,6,Monthly,8,Medium,Medium,Containerized App,Docker Container Deployment,REST API
7563,Low,12,Monthly,4,Medium,Medium,Containerized App,Docker Container Deployment,REST API
48396,High,22,Daily,11,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
34753,High,18,Weekly,11,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
4107,Low,5,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
9323,Low,8,Monthly,7,High,Medium,Containerized App,Docker Container Deployment,REST API
14948,Medium,7,Monthly,4,High,Low,Containerized App,Docker Container Deployment,REST API
131429,High,37,Daily,23,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
